date,Country/Region,Province/State,Confirmed,Deaths,Recovered,Latitude,Longitude,Active
2020-03-24,United Kingdom,Gibraltar,15,0,5,36.1408,-5.3536,10
2020-03-24,Denmark,Greenland,5,0,2,71.7069,-42.6043,3
2020-03-24,France,Guadeloupe,62,1,0,16.265,-61.551,61
2020-03-24,United Kingdom,Isle of Man,23,0,0,54.2361,-4.5481,23
2020-03-24,France,Martinique,57,1,0,14.6415,-61.0242,56
2020-03-24,France,Mayotte,36,0,0,-12.8275,45.166244,36
2020-03-24,United Kingdom,Montserrat,1,0,0,16.742498,-62.187366,1
2020-03-24,France,New Caledonia,10,0,0,-20.904305,165.618042,10
2020-03-24,France,Reunion,94,0,1,-21.1151,55.5364,93
2020-03-24,France,Saint Barthelemy,3,0,0,17.9,-62.8333,3
2020-03-24,Netherlands,Sint Maarten,2,0,0,18.0425,-63.0548,2
2020-03-24,France,St Martin,8,0,0,18.0708,-63.0501,8
2020-03-24,Albania,,123,5,10,41.1533,20.1683,108
2020-03-24,Andorra,,164,1,1,42.5063,1.5218,162
2020-03-24,Austria,,5283,28,9,47.5162,14.5501,5246
2020-03-24,Belarus,,81,0,22,53.7098,27.9534,59
2020-03-24,Belgium,,4269,122,461,50.8333,4.469936,3686
2020-03-24,Bosnia and Herzegovina,,166,3,2,43.9159,17.6791,161
2020-03-24,Bulgaria,,218,3,3,42.7339,25.4858,212
2020-03-24,Croatia,,382,1,5,45.1,15.2,376
2020-03-24,Cyprus,,124,3,3,35.1264,33.4299,118
2020-03-24,Czech Republic,,1394,3,10,49.8175,15.473,1381
2020-03-24,Denmark,,1591,32,1,56.2639,9.5018,1558
2020-03-24,Estonia,,369,0,7,58.5953,25.0136,362
2020-03-24,Finland,,792,1,10,61.92411,25.748151,781
2020-03-24,France,,22304,1100,3281,46.2276,2.2137,17923
2020-03-24,Germany,,32986,157,3243,51.165691,10.451526,29586
2020-03-24,Greece,,743,20,29,39.0742,21.8243,694
2020-03-24,Vatican City,,4,0,0,41.9029,12.4534,4
2020-03-24,Hungary,,187,9,21,47.1625,19.5033,157
2020-03-24,Iceland,,648,2,51,64.9631,-19.0208,595
2020-03-24,Ireland,,1329,7,5,53.1424,-7.6921,1317
2020-03-24,Italy,,69176,6820,8326,41.87194,12.56738,54030
2020-03-24,Latvia,,197,0,1,56.8796,24.6032,196
2020-03-24,Liechtenstein,,51,0,0,47.14,9.55,51
2020-03-24,Lithuania,,209,2,1,55.1694,23.8813,206
2020-03-24,Luxembourg,,1099,8,6,49.8153,6.1296,1085
2020-03-24,Malta,,110,0,2,35.9375,14.3754,108
2020-03-24,Moldova,,125,1,2,47.4116,28.3699,122
2020-03-24,Monaco,,23,0,1,43.7333,7.4167,22
2020-03-24,Montenegro,,47,1,0,42.708678000000006,19.37439,46
2020-03-24,Netherlands,,5560,276,2,52.1326,5.2913,5282
2020-03-24,North Macedonia,,148,2,1,41.6086,21.7453,145
2020-03-24,Norway,,2863,12,6,60.472,8.4689,2845
2020-03-24,Poland,,901,10,1,51.9194,19.1451,890
2020-03-24,Portugal,,2362,33,22,39.3999,-8.2245,2307
2020-03-24,Romania,,794,11,79,45.9432,24.9668,704
2020-03-24,San Marino,,187,21,4,43.9424,12.4578,162
2020-03-24,Serbia,,303,3,15,44.0165,21.0059,285
2020-03-24,Slovakia,,204,0,7,48.669,19.699,197
2020-03-24,Slovenia,,480,4,3,46.1512,14.9955,473
2020-03-24,Spain,,39885,2808,3794,40.463667,-3.74922,33283
2020-03-24,Sweden,,2286,36,16,60.128161,18.643501,2234
2020-03-24,Switzerland,,9877,122,131,46.8182,8.2275,9624
2020-03-24,Turkey,,1872,44,0,38.9637,35.2433,1828
2020-03-24,Ukraine,,97,3,1,48.3794,31.1656,93
2020-03-24,United Kingdom,,8077,422,135,55.3781,-3.4360000000000004,7520
2020-03-25,Netherlands,Aruba,17,0,1,12.5211,-69.9683,16
2020-03-25,United Kingdom,Bermuda,7,0,0,32.3078,-64.7505,7
2020-03-25,United Kingdom,Cayman Islands,8,1,0,19.3133,-81.2546,7
2020-03-25,United Kingdom,Channel Islands,46,0,0,49.3723,-2.3644,46
2020-03-25,Netherlands,Curacao,6,1,0,12.1696,-68.99,5
2020-03-25,Denmark,Faroe Islands,132,0,38,61.8926,-6.9118,94
2020-03-25,France,French Guiana,28,0,6,4.0,-53.0,22
2020-03-25,France,French Polynesia,25,0,0,-17.6797,-149.4068,25
2020-03-25,United Kingdom,Gibraltar,26,0,5,36.1408,-5.3536,21
2020-03-25,Denmark,Greenland,6,0,2,71.7069,-42.6043,4
2020-03-25,France,Guadeloupe,73,1,0,16.265,-61.551,72
2020-03-25,United Kingdom,Isle of Man,23,0,0,54.2361,-4.5481,23
2020-03-25,France,Martinique,66,1,0,14.6415,-61.0242,65
2020-03-25,France,Mayotte,36,0,0,-12.8275,45.166244,36
2020-03-25,United Kingdom,Montserrat,1,0,0,16.742498,-62.187366,1
2020-03-25,France,New Caledonia,14,0,0,-20.904305,165.618042,14
2020-03-25,France,Reunion,111,0,1,-21.1151,55.5364,110
2020-03-25,France,Saint Barthelemy,3,0,0,17.9,-62.8333,3
2020-03-25,Netherlands,Sint Maarten,3,0,0,18.0425,-63.0548,3
2020-03-25,France,St Martin,11,0,0,18.0708,-63.0501,11
2020-03-25,Albania,,146,5,17,41.1533,20.1683,124
2020-03-25,Andorra,,188,1,1,42.5063,1.5218,186
2020-03-25,Austria,,5588,30,9,47.5162,14.5501,5549
2020-03-25,Belarus,,86,0,29,53.7098,27.9534,57
2020-03-25,Belgium,,4937,178,547,50.8333,4.469936,4212
2020-03-25,Bosnia and Herzegovina,,176,3,2,43.9159,17.6791,171
2020-03-25,Bulgaria,,242,3,4,42.7339,25.4858,235
2020-03-25,Croatia,,442,1,22,45.1,15.2,419
2020-03-25,Cyprus,,132,3,3,35.1264,33.4299,126
2020-03-25,Czech Republic,,1654,6,10,49.8175,15.473,1638
2020-03-25,Denmark,,1724,34,1,56.2639,9.5018,1689
2020-03-25,Estonia,,404,1,8,58.5953,25.0136,395
2020-03-25,Finland,,880,3,10,61.92411,25.748151,867
2020-03-25,France,,25233,1331,3900,46.2276,2.2137,20002
2020-03-25,Germany,,37323,206,3547,51.165691,10.451526,33570
2020-03-25,Greece,,821,22,36,39.0742,21.8243,763
2020-03-25,Vatican City,,4,0,0,41.9029,12.4534,4
2020-03-25,Hungary,,226,10,21,47.1625,19.5033,195
2020-03-25,Iceland,,737,2,56,64.9631,-19.0208,679
2020-03-25,Ireland,,1564,9,5,53.1424,-7.6921,1550
2020-03-25,Italy,,74386,7503,9362,41.87194,12.56738,57521
2020-03-25,Latvia,,221,0,1,56.8796,24.6032,220
2020-03-25,Liechtenstein,,51,0,0,47.14,9.55,51
2020-03-25,Lithuania,,274,4,1,55.1694,23.8813,269
2020-03-25,Luxembourg,,1333,8,6,49.8153,6.1296,1319
2020-03-25,Malta,,129,0,2,35.9375,14.3754,127
2020-03-25,Moldova,,149,1,2,47.4116,28.3699,146
2020-03-25,Monaco,,31,0,1,43.7333,7.4167,30
2020-03-25,Montenegro,,52,1,0,42.708678000000006,19.37439,51
2020-03-25,Netherlands,,6412,356,3,52.1326,5.2913,6053
2020-03-25,North Macedonia,,177,3,1,41.6086,21.7453,173
2020-03-25,Norway,,3084,14,6,60.472,8.4689,3064
2020-03-25,Poland,,1051,14,7,51.9194,19.1451,1030
2020-03-25,Portugal,,2995,43,22,39.3999,-8.2245,2930
2020-03-25,Romania,,906,17,86,45.9432,24.9668,803
2020-03-25,San Marino,,208,21,4,43.9424,12.4578,183
2020-03-25,Serbia,,384,4,15,44.0165,21.0059,365
2020-03-25,Slovakia,,216,0,7,48.669,19.699,209
2020-03-25,Slovenia,,528,5,10,46.1512,14.9955,513
2020-03-25,Spain,,49515,3647,5367,40.463667,-3.74922,40501
2020-03-25,Sweden,,2526,62,16,60.128161,18.643501,2448
2020-03-25,Switzerland,,10897,153,131,46.8182,8.2275,10613
2020-03-25,Turkey,,2433,59,26,38.9637,35.2433,2348
2020-03-25,Ukraine,,145,5,1,48.3794,31.1656,139
2020-03-25,United Kingdom,,9529,465,135,55.3781,-3.4360000000000004,8929
2020-03-26,Netherlands,Aruba,28,0,1,12.5211,-69.9683,27
2020-03-26,United Kingdom,Bermuda,15,0,2,32.3078,-64.7505,13
2020-03-26,United Kingdom,Cayman Islands,8,1,0,19.3133,-81.2546,7
2020-03-26,United Kingdom,Channel Islands,66,1,0,49.3723,-2.3644,65
2020-03-26,Netherlands,Curacao,6,1,2,12.1696,-68.99,3
2020-03-26,Denmark,Faroe Islands,140,0,47,61.8926,-6.9118,93
2020-03-26,France,French Guiana,28,0,6,4.0,-53.0,22
2020-03-26,France,French Polynesia,30,0,0,-17.6797,-149.4068,30
2020-03-26,United Kingdom,Gibraltar,35,0,13,36.1408,-5.3536,22
2020-03-26,Denmark,Greenland,6,0,2,71.7069,-42.6043,4
2020-03-26,France,Guadeloupe,73,1,0,16.265,-61.551,72
2020-03-26,United Kingdom,Isle of Man,25,0,0,54.2361,-4.5481,25
2020-03-26,France,Martinique,66,1,0,14.6415,-61.0242,65
2020-03-26,France,Mayotte,36,0,0,-12.8275,45.166244,36
2020-03-26,United Kingdom,Montserrat,5,0,0,16.742498,-62.187366,5
2020-03-26,France,New Caledonia,14,0,0,-20.904305,165.618042,14
2020-03-26,France,Reunion,135,0,1,-21.1151,55.5364,134
2020-03-26,France,Saint Barthelemy,3,0,0,17.9,-62.8333,3
2020-03-26,Netherlands,Sint Maarten,3,0,0,18.0425,-63.0548,3
2020-03-26,France,St Martin,11,0,0,18.0708,-63.0501,11
2020-03-26,Albania,,174,6,17,41.1533,20.1683,151
2020-03-26,Andorra,,224,3,1,42.5063,1.5218,220
2020-03-26,Austria,,6909,49,112,47.5162,14.5501,6748
2020-03-26,Belarus,,86,0,29,53.7098,27.9534,57
2020-03-26,Belgium,,6235,220,675,50.8333,4.469936,5340
2020-03-26,Bosnia and Herzegovina,,191,3,2,43.9159,17.6791,186
2020-03-26,Bulgaria,,264,3,8,42.7339,25.4858,253
2020-03-26,Croatia,,495,3,22,45.1,15.2,470
2020-03-26,Cyprus,,146,3,4,35.1264,33.4299,139
2020-03-26,Czech Republic,,1925,9,10,49.8175,15.473,1906
2020-03-26,Denmark,,1877,41,1,56.2639,9.5018,1835
2020-03-26,Estonia,,538,1,8,58.5953,25.0136,529
2020-03-26,Finland,,958,5,10,61.92411,25.748151,943
2020-03-26,France,,29155,1696,4948,46.2276,2.2137,22511
2020-03-26,Germany,,43938,267,5673,51.165691,10.451526,37998
2020-03-26,Greece,,892,26,36,39.0742,21.8243,830
2020-03-26,Vatican City,,4,0,0,41.9029,12.4534,4
2020-03-26,Hungary,,261,10,28,47.1625,19.5033,223
2020-03-26,Iceland,,802,2,82,64.9631,-19.0208,718
2020-03-26,Ireland,,1819,19,5,53.1424,-7.6921,1795
2020-03-26,Italy,,80589,8215,10361,41.87194,12.56738,62013
2020-03-26,Kosovo,,71,1,0,42.602636,20.902977,70
2020-03-26,Latvia,,244,0,1,56.8796,24.6032,243
2020-03-26,Liechtenstein,,56,0,0,47.14,9.55,56
2020-03-26,Lithuania,,299,4,1,55.1694,23.8813,294
2020-03-26,Luxembourg,,1453,9,6,49.8153,6.1296,1438
2020-03-26,Malta,,134,0,2,35.9375,14.3754,132
2020-03-26,Moldova,,177,1,2,47.4116,28.3699,174
2020-03-26,Monaco,,33,0,1,43.7333,7.4167,32
2020-03-26,Montenegro,,69,1,0,42.708678000000006,19.37439,68
2020-03-26,Netherlands,,7431,434,3,52.1326,5.2913,6994
2020-03-26,North Macedonia,,201,3,3,41.6086,21.7453,195
2020-03-26,Norway,,3369,14,6,60.472,8.4689,3349
2020-03-26,Poland,,1221,16,7,51.9194,19.1451,1198
2020-03-26,Portugal,,3544,60,43,39.3999,-8.2245,3441
2020-03-26,Romania,,1029,23,94,45.9432,24.9668,912
2020-03-26,San Marino,,208,21,4,43.9424,12.4578,183
2020-03-26,Serbia,,384,1,0,44.0165,21.0059,383
2020-03-26,Slovakia,,226,0,2,48.669,19.699,224
2020-03-26,Slovenia,,562,6,10,46.1512,14.9955,546
2020-03-26,Spain,,57786,4365,7015,40.463667,-3.74922,46406
2020-03-26,Sweden,,2840,77,16,60.128161,18.643501,2747
2020-03-26,Switzerland,,11811,191,131,46.8182,8.2275,11489
2020-03-26,Turkey,,3629,75,26,38.9637,35.2433,3528
2020-03-26,Ukraine,,196,5,1,48.3794,31.1656,190
2020-03-26,United Kingdom,,11658,578,135,55.3781,-3.4360000000000004,10945
2020-03-27,Netherlands,Aruba,33,0,1,12.5211,-69.9683,32
2020-03-27,United Kingdom,Bermuda,17,0,2,32.3078,-64.7505,15
2020-03-27,United Kingdom,Cayman Islands,8,1,0,19.3133,-81.2546,7
2020-03-27,United Kingdom,Channel Islands,88,1,0,49.3723,-2.3644,87
2020-03-27,Netherlands,Curacao,8,1,2,12.1696,-68.99,5
2020-03-27,Denmark,Faroe Islands,144,0,54,61.8926,-6.9118,90
2020-03-27,France,French Guiana,28,0,6,4.0,-53.0,22
2020-03-27,France,French Polynesia,30,0,0,-17.6797,-149.4068,30
2020-03-27,United Kingdom,Gibraltar,55,0,14,36.1408,-5.3536,41
2020-03-27,Denmark,Greenland,10,0,2,71.7069,-42.6043,8
2020-03-27,France,Guadeloupe,73,1,0,16.265,-61.551,72
2020-03-27,United Kingdom,Isle of Man,29,0,0,54.2361,-4.5481,29
2020-03-27,France,Martinique,81,1,0,14.6415,-61.0242,80
2020-03-27,France,Mayotte,50,0,0,-12.8275,45.166244,50
2020-03-27,United Kingdom,Montserrat,5,0,0,16.742498,-62.187366,5
2020-03-27,France,New Caledonia,15,0,0,-20.904305,165.618042,15
2020-03-27,France,Reunion,145,0,1,-21.1151,55.5364,144
2020-03-27,France,Saint Barthelemy,5,0,0,17.9,-62.8333,5
2020-03-27,Netherlands,Sint Maarten,3,0,0,18.0425,-63.0548,3
2020-03-27,France,St Martin,11,0,0,18.0708,-63.0501,11
2020-03-27,Albania,,186,8,31,41.1533,20.1683,147
2020-03-27,Andorra,,267,3,1,42.5063,1.5218,263
2020-03-27,Austria,,7657,58,225,47.5162,14.5501,7374
2020-03-27,Belarus,,94,0,32,53.7098,27.9534,62
2020-03-27,Belgium,,7284,289,858,50.8333,4.469936,6137
2020-03-27,Bosnia and Herzegovina,,237,4,5,43.9159,17.6791,228
2020-03-27,Bulgaria,,293,3,9,42.7339,25.4858,281
2020-03-27,Croatia,,586,3,37,45.1,15.2,546
2020-03-27,Cyprus,,162,5,15,35.1264,33.4299,142
2020-03-27,Czech Republic,,2279,9,11,49.8175,15.473,2259
2020-03-27,Denmark,,2046,52,1,56.2639,9.5018,1993
2020-03-27,Estonia,,575,1,11,58.5953,25.0136,563
2020-03-27,Finland,,1041,7,10,61.92411,25.748151,1024
2020-03-27,France,,32964,1995,5700,46.2276,2.2137,25269
2020-03-27,Germany,,50871,342,6658,51.165691,10.451526,43871
2020-03-27,Greece,,966,28,52,39.0742,21.8243,886
2020-03-27,Vatican City,,4,0,0,41.9029,12.4534,4
2020-03-27,Hungary,,300,10,34,47.1625,19.5033,256
2020-03-27,Iceland,,890,2,97,64.9631,-19.0208,791
2020-03-27,Ireland,,2121,22,5,53.1424,-7.6921,2094
2020-03-27,Italy,,86498,9134,10950,41.87194,12.56738,66414
2020-03-27,Kosovo,,86,1,1,42.602636,20.902977,84
2020-03-27,Latvia,,280,0,1,56.8796,24.6032,279
2020-03-27,Liechtenstein,,56,0,0,47.14,9.55,56
2020-03-27,Lithuania,,358,5,1,55.1694,23.8813,352
2020-03-27,Luxembourg,,1605,15,40,49.8153,6.1296,1550
2020-03-27,Malta,,139,0,2,35.9375,14.3754,137
2020-03-27,Moldova,,199,2,2,47.4116,28.3699,195
2020-03-27,Monaco,,42,0,1,43.7333,7.4167,41
2020-03-27,Montenegro,,82,1,0,42.708678000000006,19.37439,81
2020-03-27,Netherlands,,8603,546,3,52.1326,5.2913,8054
2020-03-27,North Macedonia,,219,3,3,41.6086,21.7453,213
2020-03-27,Norway,,3755,19,6,60.472,8.4689,3730
2020-03-27,Poland,,1389,16,7,51.9194,19.1451,1366
2020-03-27,Portugal,,4268,76,43,39.3999,-8.2245,4149
2020-03-27,Romania,,1292,26,115,45.9432,24.9668,1151
2020-03-27,San Marino,,223,21,4,43.9424,12.4578,198
2020-03-27,Serbia,,457,1,0,44.0165,21.0059,456
2020-03-27,Slovakia,,269,0,2,48.669,19.699,267
2020-03-27,Slovenia,,632,9,10,46.1512,14.9955,613
2020-03-27,Spain,,65719,5138,9357,40.463667,-3.74922,51224
2020-03-27,Sweden,,3069,105,16,60.128161,18.643501,2948
2020-03-27,Switzerland,,12928,231,1530,46.8182,8.2275,11167
2020-03-27,Turkey,,5698,92,42,38.9637,35.2433,5564
2020-03-27,Ukraine,,310,5,5,48.3794,31.1656,300
2020-03-27,United Kingdom,,14543,759,135,55.3781,-3.4360000000000004,13649
2020-03-28,United Kingdom,Anguilla,2,0,0,18.2206,-63.0686,2
2020-03-28,Netherlands,Aruba,46,0,1,12.5211,-69.9683,45
2020-03-28,United Kingdom,Bermuda,17,0,2,32.3078,-64.7505,15
2020-03-28,United Kingdom,British Virgin Islands,2,0,0,18.4207,-64.64,2
2020-03-28,United Kingdom,Cayman Islands,8,1,0,19.3133,-81.2546,7
2020-03-28,United Kingdom,Channel Islands,97,1,0,49.3723,-2.3644,96
2020-03-28,Netherlands,Curacao,8,1,2,12.1696,-68.99,5
2020-03-28,Denmark,Faroe Islands,155,0,54,61.8926,-6.9118,101
2020-03-28,France,French Guiana,28,0,6,4.0,-53.0,22
2020-03-28,France,French Polynesia,30,0,0,-17.6797,149.4068,30
2020-03-28,United Kingdom,Gibraltar,56,0,14,36.1408,-5.3536,42
2020-03-28,Denmark,Greenland,10,0,2,71.7069,-42.6043,8
2020-03-28,France,Guadeloupe,102,2,17,16.265,-61.551,83
2020-03-28,United Kingdom,Isle of Man,32,0,0,54.2361,-4.5481,32
2020-03-28,France,Martinique,93,1,0,14.6415,-61.0242,92
2020-03-28,France,Mayotte,63,0,0,-12.8275,45.166244,63
2020-03-28,United Kingdom,Montserrat,5,0,0,16.742498,-62.187366,5
2020-03-28,France,New Caledonia,15,0,0,-20.904305,165.618042,15
2020-03-28,France,Reunion,183,0,1,-21.1151,55.5364,182
2020-03-28,France,Saint Barthelemy,5,0,0,17.9,-62.8333,5
2020-03-28,Netherlands,Sint Maarten,3,0,0,18.0425,-63.0548,3
2020-03-28,France,St Martin,11,0,0,18.0708,-63.0501,11
2020-03-28,United Kingdom,Turks and Caicos Islands,4,0,0,21.69400000000001,-71.7979,4
2020-03-28,Albania,,197,10,31,41.1533,20.1683,156
2020-03-28,Andorra,,308,3,1,42.5063,1.5218,304
2020-03-28,Austria,,8271,68,225,47.5162,14.5501,7978
2020-03-28,Belarus,,94,0,32,53.7098,27.9534,62
2020-03-28,Belgium,,9134,353,1063,50.8333,4.469936,7718
2020-03-28,Bosnia and Herzegovina,,258,5,5,43.9159,17.6791,248
2020-03-28,Bulgaria,,331,7,11,42.7339,25.4858,313
2020-03-28,Croatia,,657,5,45,45.1,15.2,607
2020-03-28,Cyprus,,179,5,15,35.1264,33.4299,159
2020-03-28,Czech Republic,,2631,11,11,49.8175,15.473,2609
2020-03-28,Denmark,,2201,65,1,56.2639,9.5018,2135
2020-03-28,Estonia,,645,1,20,58.5953,25.0136,624
2020-03-28,Finland,,1167,9,10,61.92411,25.748151,1148
2020-03-28,France,,37575,2314,5700,46.2276,2.2137,29561
2020-03-28,Germany,,57695,433,8481,51.165691,10.451526,48781
2020-03-28,Greece,,1061,32,52,39.0742,21.8243,977
2020-03-28,Vatican City,,6,0,0,41.9029,12.4534,6
2020-03-28,Hungary,,343,11,34,47.1625,19.5033,298
2020-03-28,Iceland,,963,2,114,64.9631,-19.0208,847
2020-03-28,Ireland,,2415,36,5,53.1424,-7.6921,2374
2020-03-28,Italy,,92472,10023,12384,41.87194,12.56738,70065
2020-03-28,Kosovo,,91,1,1,42.602636,20.902977,89
2020-03-28,Latvia,,305,0,1,56.8796,24.6032,304
2020-03-28,Liechtenstein,,56,0,0,47.14,9.55,56
2020-03-28,Lithuania,,394,7,1,55.1694,23.8813,386
2020-03-28,Luxembourg,,1831,18,40,49.8153,6.1296,1773
2020-03-28,Malta,,149,0,2,35.9375,14.3754,147
2020-03-28,Moldova,,231,2,2,47.4116,28.3699,227
2020-03-28,Monaco,,42,0,1,43.7333,7.4167,41
2020-03-28,Montenegro,,84,1,0,42.708678000000006,19.37439,83
2020-03-28,Netherlands,,9762,639,3,52.1326,5.2913,9120
2020-03-28,North Macedonia,,241,4,3,41.6086,21.7453,234
2020-03-28,Norway,,4015,23,7,60.472,8.4689,3985
2020-03-28,Poland,,1638,18,7,51.9194,19.1451,1613
2020-03-28,Portugal,,5170,100,43,39.3999,-8.2245,5027
2020-03-28,Romania,,1452,37,139,45.9432,24.9668,1276
2020-03-28,San Marino,,224,22,6,43.9424,12.4578,196
2020-03-28,Serbia,,659,10,0,44.0165,21.0059,649
2020-03-28,Slovakia,,292,0,2,48.669,19.699,290
2020-03-28,Slovenia,,684,9,10,46.1512,14.9955,665
2020-03-28,Spain,,73235,5982,12285,40.463667,-3.74922,54968
2020-03-28,Sweden,,3447,105,16,60.128161,18.643501,3326
2020-03-28,Switzerland,,14076,264,1530,46.8182,8.2275,12282
2020-03-28,Turkey,,7402,108,70,38.9637,35.2433,7224
2020-03-28,Ukraine,,356,9,5,48.3794,31.1656,342
2020-03-28,United Kingdom,,17089,1019,135,55.3781,-3.4360000000000004,15935
2020-03-29,United Kingdom,Anguilla,2,0,0,18.2206,-63.0686,2
2020-03-29,Netherlands,Aruba,50,0,1,12.5211,-69.9683,49
2020-03-29,United Kingdom,Bermuda,22,0,2,32.3078,-64.7505,20
2020-03-29,United Kingdom,British Virgin Islands,2,0,0,18.4207,-64.64,2
2020-03-29,United Kingdom,Cayman Islands,8,1,0,19.3133,-81.2546,7
2020-03-29,United Kingdom,Channel Islands,108,2,0,49.3723,-2.3644,106
2020-03-29,Netherlands,Curacao,8,1,2,12.1696,-68.99,5
2020-03-29,Denmark,Faroe Islands,159,0,70,61.8926,-6.9118,89
2020-03-29,France,French Guiana,28,0,6,4.0,-53.0,22
2020-03-29,France,French Polynesia,30,0,0,-17.6797,149.4068,30
2020-03-29,United Kingdom,Gibraltar,65,0,14,36.1408,-5.3536,51
2020-03-29,Denmark,Greenland,10,0,2,71.7069,-42.6043,8
2020-03-29,France,Guadeloupe,106,4,17,16.265,-61.551,85
2020-03-29,United Kingdom,Isle of Man,42,0,0,54.2361,-4.5481,42
2020-03-29,France,Martinique,93,1,0,14.6415,-61.0242,92
2020-03-29,France,Mayotte,63,0,0,-12.8275,45.166244,63
2020-03-29,United Kingdom,Montserrat,5,0,0,16.742498,-62.187366,5
2020-03-29,France,New Caledonia,15,0,0,-20.904305,165.618042,15
2020-03-29,France,Reunion,183,0,1,-21.1151,55.5364,182
2020-03-29,France,Saint Barthelemy,5,0,0,17.9,-62.8333,5
2020-03-29,Netherlands,Sint Maarten,6,0,0,18.0425,-63.0548,6
2020-03-29,France,St Martin,11,0,0,18.0708,-63.0501,11
2020-03-29,United Kingdom,Turks and Caicos Islands,4,0,0,21.69400000000001,-71.7979,4
2020-03-29,Albania,,212,10,33,41.1533,20.1683,169
2020-03-29,Andorra,,334,6,1,42.5063,1.5218,327
2020-03-29,Austria,,8788,86,479,47.5162,14.5501,8223
2020-03-29,Belarus,,94,0,32,53.7098,27.9534,62
2020-03-29,Belgium,,10836,431,1359,50.8333,4.469936,9046
2020-03-29,Bosnia and Herzegovina,,323,6,8,43.9159,17.6791,309
2020-03-29,Bulgaria,,346,8,14,42.7339,25.4858,324
2020-03-29,Croatia,,713,6,52,45.1,15.2,655
2020-03-29,Cyprus,,214,5,15,35.1264,33.4299,194
2020-03-29,Czech Republic,,2817,16,11,49.8175,15.473,2790
2020-03-29,Denmark,,2395,72,1,56.2639,9.5018,2322
2020-03-29,Estonia,,679,3,20,58.5953,25.0136,656
2020-03-29,Finland,,1240,11,10,61.92411,25.748151,1219
2020-03-29,France,,40174,2606,7202,46.2276,2.2137,30366
2020-03-29,Germany,,62095,533,9211,51.165691,10.451526,52351
2020-03-29,Greece,,1156,38,52,39.0742,21.8243,1066
2020-03-29,Vatican City,,6,0,0,41.9029,12.4534,6
2020-03-29,Hungary,,408,13,34,47.1625,19.5033,361
2020-03-29,Iceland,,1020,2,135,64.9631,-19.0208,883
2020-03-29,Ireland,,2615,46,5,53.1424,-7.6921,2564
2020-03-29,Italy,,97689,10779,13030,41.87194,12.56738,73880
2020-03-29,Kosovo,,94,1,1,42.602636,20.902977,92
2020-03-29,Latvia,,347,0,1,56.8796,24.6032,346
2020-03-29,Liechtenstein,,56,0,0,47.14,9.55,56
2020-03-29,Lithuania,,460,7,1,55.1694,23.8813,452
2020-03-29,Luxembourg,,1950,21,40,49.8153,6.1296,1889
2020-03-29,Malta,,151,0,2,35.9375,14.3754,149
2020-03-29,Moldova,,263,2,2,47.4116,28.3699,259
2020-03-29,Monaco,,46,1,1,43.7333,7.4167,44
2020-03-29,Montenegro,,85,1,0,42.708678000000006,19.37439,84
2020-03-29,Netherlands,,10866,771,250,52.1326,5.2913,9845
2020-03-29,North Macedonia,,259,6,3,41.6086,21.7453,250
2020-03-29,Norway,,4284,25,7,60.472,8.4689,4252
2020-03-29,Poland,,1862,22,7,51.9194,19.1451,1833
2020-03-29,Portugal,,5962,119,43,39.3999,-8.2245,5800
2020-03-29,Romania,,1815,43,206,45.9432,24.9668,1566
2020-03-29,San Marino,,224,22,6,43.9424,12.4578,196
2020-03-29,Serbia,,741,13,0,44.0165,21.0059,728
2020-03-29,Slovakia,,314,0,2,48.669,19.699,312
2020-03-29,Slovenia,,730,11,10,46.1512,14.9955,709
2020-03-29,Spain,,80110,6803,14709,40.463667,-3.74922,58598
2020-03-29,Sweden,,3700,110,16,60.128161,18.643501,3574
2020-03-29,Switzerland,,14829,300,1595,46.8182,8.2275,12934
2020-03-29,Turkey,,9217,131,105,38.9637,35.2433,8981
2020-03-29,Ukraine,,475,10,6,48.3794,31.1656,459
2020-03-29,United Kingdom,,19522,1228,135,55.3781,-3.4360000000000004,18159
2020-03-30,United Kingdom,Anguilla,2,0,0,18.2206,-63.0686,2
2020-03-30,Netherlands,Aruba,50,0,1,12.5211,-69.9683,49
2020-03-30,United Kingdom,Bermuda,27,0,2,32.3078,-64.7505,25
2020-03-30,United Kingdom,British Virgin Islands,2,0,0,18.4207,-64.64,2
2020-03-30,United Kingdom,Cayman Islands,12,1,0,19.3133,-81.2546,11
2020-03-30,United Kingdom,Channel Islands,141,2,0,49.3723,-2.3644,139
2020-03-30,Netherlands,Curacao,11,1,2,12.1696,-68.99,8
2020-03-30,Denmark,Faroe Islands,168,0,70,61.8926,-6.9118,98
2020-03-30,France,French Guiana,43,0,6,4.0,-53.0,37
2020-03-30,France,French Polynesia,36,0,0,-17.6797,149.4068,36
2020-03-30,United Kingdom,Gibraltar,69,0,34,36.1408,-5.3536,35
2020-03-30,Denmark,Greenland,10,0,2,71.7069,-42.6043,8
2020-03-30,France,Guadeloupe,106,4,17,16.265,-61.551,85
2020-03-30,United Kingdom,Isle of Man,49,0,0,54.2361,-4.5481,49
2020-03-30,France,Martinique,93,1,0,14.6415,-61.0242,92
2020-03-30,France,Mayotte,82,0,10,-12.8275,45.166244,72
2020-03-30,United Kingdom,Montserrat,5,0,0,16.742498,-62.187366,5
2020-03-30,France,New Caledonia,15,0,0,-20.904305,165.618042,15
